relative_path,dataset,split,label,size_bytes,sha256
dataset16062024/cbis-ddsm/train/is_benign_true/patientcbis-ddsm__P_00754_image423616791811899014340987718632410208612_mass532_is_benign_1.png,cbis-ddsm,train,benign,6532,9899b481c3cf152fca22110d1f317d68feceed128929840bc38c34dcf66957c6
dataset16062024/cbis-ddsm/train/is_benign_true/patientcbis-ddsm__P_00764_image237205040113055983132758660471841993282_mass533_is_benign_1.png,cbis-ddsm,train,benign,7164,d65169bf6025c404fc621d11b23b22c5d43aa632a0a780fbc2adc72d9afc2626
dataset16062024/cbis-ddsm/train/is_benign_true/patientcbis-ddsm__P_00764_image99615833713361508323080027142333720400_mass534_is_benign_1.png,cbis-ddsm,train,benign,7119,0dc3fae9f3f6739927750f7a7fb0a76f8a689d7579d345ec3ab7856511f0ac77
dataset16062024/cbis-ddsm/train/is_benign_true/patientcbis-ddsm__P_00765_image115427562611156944718903379202186343488_mass535_is_benign_1.png,cbis-ddsm,train,benign,6202,c73c5eaa76f5839861ae1c0b4a514d2db2b9e5dac3d42f581a196ca3e019bc6c
dataset16062024/cbis-ddsm/train/is_benign_true/patientcbis-ddsm__P_00765_image91146663411815978620962792060900953996_mass536_is_benign_1.png,cbis-ddsm,train,benign,6495,ef4a0b8ace21565377f07c0b6682ec0d39aab0f05155e3671086f77a97b4eebd
dataset16062024/cbis-ddsm/train/is_benign_true/patientcbis-ddsm__P_00775_image248818536712655075239420322983346000377_mass539_is_benign_1.png,cbis-ddsm,train,benign,7284,5fe6c54398a2753ba2b6bf33b1db9340ae01b6b472281c61bb62b86bc993a021
dataset16062024/cbis-ddsm/train/is_benign_true/patientcbis-ddsm__P_00775_image92678305411961022015629405623671856133_mass538_is_benign_1.png,cbis-ddsm,train,benign,6942,20adf5c65f92c58c1057bc9a29089940a44296d52596e10459d81f5b9d24f55a
dataset16062024/cbis-ddsm/train/is_benign_true/patientcbis-ddsm__P_00778_image372477449213206994517311205642014458234_mass542_is_benign_1.png,cbis-ddsm,train,benign,6868,5a5086adaa3452db3202c8fc26244c93aaffdebc34f98a1ded35a9706df284a1
dataset16062024/cbis-ddsm/train/is_benign_true/patientcbis-ddsm__P_00778_image372477449213206994517311205642014458234_mass543_is_benign_1.png,cbis-ddsm,train,benign,5704,ab442d97c878cd10706074398f88a49653512ecaa2f0decd8da450eda4dc92af
dataset16062024/cbis-ddsm/train/is_benign_true/patientcbis-ddsm__P_00778_image37443696213477719541152546684205642873_mass544_is_benign_1.png,cbis-ddsm,train,benign,7279,a1a77cfeb66b7d5814c1469f79e9c9fa318a72935422a4a393a9ef6030fe0cbf
dataset16062024/cbis-ddsm/train/is_benign_true/patientcbis-ddsm__P_00778_image37443696213477719541152546684205642873_mass545_is_benign_1.png,cbis-ddsm,train,benign,4673,441e8adac024e89939fea1b03572963a8f89f9e9affa8569ef895acdc8e9e949
dataset16062024/cbis-ddsm/train/is_benign_true/patientcbis-ddsm__P_00781_image116310672012952357715188123441042162542_mass548_is_benign_1.png,cbis-ddsm,train,benign,7916,1073fc74e263a2fd2470bdf1e414444f88f33d40c1df42a7377e15533efe4ef2
dataset16062024/cbis-ddsm/train/is_benign_true/patientcbis-ddsm__P_00781_image398384850811351926606361013022374103853_mass549_is_benign_1.png,cbis-ddsm,train,benign,6764,5a04bf438e7c5275d42e2fb75fb45f6e6b300c03ef838b318174ccb8bc854ba0
dataset16062024/cbis-ddsm/train/is_benign_true/patientcbis-ddsm__P_00794_image35451977612757625124127781390100525898_mass552_is_benign_1.png,cbis-ddsm,train,benign,6689,3724cba235bbe8891dbfa4cf7f21680d600b9f138501446b0c256959b9b0e86e
dataset16062024/cbis-ddsm/train/is_benign_true/patientcbis-ddsm__P_00794_image73898800613320269625592651560791507194_mass551_is_benign_1.png,cbis-ddsm,train,benign,6873,3300cd9f325cae64fc7bfcfa1204d005a6a660cc14bac2e4d17bb116c7c638f9
dataset16062024/cbis-ddsm/train/is_benign_true/patientcbis-ddsm__P_00797_image255845637711782565536852604601759547270_mass557_is_benign_1.png,cbis-ddsm,train,benign,7708,de04a2317bd146f20e9c1391278315ccedec69c9f5f64d9d2954d0df57f7f20d
dataset16062024/cbis-ddsm/train/is_benign_true/patientcbis-ddsm__P_00797_image290000938812700402005626187593866319925_mass555_is_benign_1.png,cbis-ddsm,train,benign,7938,138601e8d222b936b678c57724f7b1f43bb1e34c3d75ea70975427bb9d89033d
dataset16062024/cbis-ddsm/train/is_benign_true/patientcbis-ddsm__P_00797_image328977677511962475112321192060403830590_mass553_is_benign_1.png,cbis-ddsm,train,benign,7615,21e45b22318fa1f0551dcc1528b4fcb435bf53d5b63239a7df67e6cd19f3f10e
dataset16062024/cbis-ddsm/train/is_benign_true/patientcbis-ddsm__P_00797_image354974451012606666730836312563315842748_mass558_is_benign_1.png,cbis-ddsm,train,benign,7901,3f59ee26a38ef37b4a68ec5e499bc1f33902df27a1bb1f8d68cbc6962312dc01
dataset16062024/cbis-ddsm/train/is_benign_true/patientcbis-ddsm__P_00798_image301696859311813623408146804861586559693_mass560_is_benign_1.png,cbis-ddsm,train,benign,7527,81c4e32629105ecea9f27cfc7c99ef3fd9f5c15acb14dd7aeda4ae2ed8d1c366
dataset16062024/cbis-ddsm/train/is_benign_true/patientcbis-ddsm__P_00798_image34453089311625147902104454701326827611_mass559_is_benign_1.png,cbis-ddsm,train,benign,7175,cc278de7756abb45dee30be6eb4c069d2ee01c02312f983144f0d61951def0e1
dataset16062024/cbis-ddsm/train/is_benign_true/patientcbis-ddsm__P_00814_image174208804012331748932384971900102642300_mass570_is_benign_1.png,cbis-ddsm,train,benign,7799,da737c64e9b439c8f7ecbc80d6c95acfc2ca90efa16d408096fc6e622087ce0e
dataset16062024/cbis-ddsm/train/is_benign_true/patientcbis-ddsm__P_00814_image405770000712613552327460084591951406869_mass569_is_benign_1.png,cbis-ddsm,train,benign,7597,c42755bfb0bb97e1a5dc8b4024122495633ced819f18fbffce7f13d45d125a5e
dataset16062024/cbis-ddsm/train/is_benign_true/patientcbis-ddsm__P_00816_image164402928812135985831191113524063193410_mass573_is_benign_1.png,cbis-ddsm,train,benign,6682,c145cb0fb15484368efab4946fde18c977699122a9e8b538baceeeaa643d1a53
dataset16062024/cbis-ddsm/train/is_benign_true/patientcbis-ddsm__P_00816_image52106446513173201929277628250108419748_mass574_is_benign_1.png,cbis-ddsm,train,benign,6293,f8d1914c9031f91f349fc7708dcd53fe34cdc544cfd4aa93533c88bf2250567c
dataset16062024/cbis-ddsm/train/is_benign_true/patientcbis-ddsm__P_00823_image24692168112230632325816405941334895785_mass578_is_benign_1.png,cbis-ddsm,train,benign,6450,8a69d93de530b01d23facc17c26549217f2bc1de407bb69a2271b84a2cd838fc
dataset16062024/cbis-ddsm/train/is_benign_true/patientcbis-ddsm__P_00823_image392766189012464402104913399043411120417_mass577_is_benign_1.png,cbis-ddsm,train,benign,6761,23a0ad9518c429353b710da6c60db787de20ba2129814c0714dfe2bb20666cd0
dataset16062024/cbis-ddsm/train/is_benign_true/patientcbis-ddsm__P_00826_image136087942912627055207233775400589898698_mass579_is_benign_1.png,cbis-ddsm,train,benign,6014,fbfb29bc8c40df37e6dcca5354adb9e16aebcb78c0950673bf4f9fd953098497
dataset16062024/cbis-ddsm/train/is_benign_true/patientcbis-ddsm__P_00826_image147836511311460633701654478620200219052_mass580_is_benign_1.png,cbis-ddsm,train,benign,5938,a2a8f2ddc5a66a7394782879d73481480db7b5d2476dbaea8b4f0bc3af77a6ad
dataset16062024/cbis-ddsm/train/is_benign_true/patientcbis-ddsm__P_00829_image270615391512904438603136029871346997827_mass583_is_benign_1.png,cbis-ddsm,train,benign,6361,d399bf0c07f936f75f6a6335b3133c5b53f87615efc10fe09a2d8f9b110940cd
dataset16062024/cbis-ddsm/train/is_benign_true/patientcbis-ddsm__P_00829_image29107328012513410434278114760541902263_mass582_is_benign_1.png,cbis-ddsm,train,benign,6311,f851f3b7eaf6febd1b14ee6e5c191779eb25f61f8540c26f83b836dd4c8c83f6
dataset16062024/cbis-ddsm/train/is_benign_true/patientcbis-ddsm__P_00841_image219786601211502125619330815023883733450_mass588_is_benign_1.png,cbis-ddsm,train,benign,7740,465908ac9247b8c02acd8425cde938bba8825a9439541e96134547217e07e1fa
dataset16062024/cbis-ddsm/train/is_benign_true/patientcbis-ddsm__P_00841_image27980645513718577626150235351487309400_mass587_is_benign_1.png,cbis-ddsm,train,benign,7549,679a8662a68b2bae6a21ea14a698cc0a90e60999d97b644611f31ac1d7e92b3b
dataset16062024/cbis-ddsm/train/is_benign_true/patientcbis-ddsm__P_00844_image191545176911075830335429047422974458313_mass589_is_benign_1.png,cbis-ddsm,train,benign,7318,f6a0a77803a8eefb6c82736f7c61c1d2a795fc73e5aec9db2974c170296beb0c
dataset16062024/cbis-ddsm/train/is_benign_true/patientcbis-ddsm__P_00844_image74932472311162076527539447530289150135_mass590_is_benign_1.png,cbis-ddsm,train,benign,7507,69e0aea256e4ee35a6481d1f055dfcee9192bed6b5aec42b40d2657c4069bff8
dataset16062024/cbis-ddsm/train/is_benign_true/patientcbis-ddsm__P_00847_image356931877610857321032718130400679368063_mass592_is_benign_1.png,cbis-ddsm,train,benign,7538,c8a56b89ae4cf6095695464178d58baef7c741d880a4dd09494c8d45a77d3e58
dataset16062024/cbis-ddsm/train/is_benign_true/patientcbis-ddsm__P_00863_image200394253511150032912987268422492919749_mass602_is_benign_1.png,cbis-ddsm,train,benign,6332,444b159d2cb284e17f82aaaaf9916890ca6ea313b741577326101b518d93ec09
dataset16062024/cbis-ddsm/train/is_benign_true/patientcbis-ddsm__P_00863_image25285489813247219040077032180322295687_mass603_is_benign_1.png,cbis-ddsm,train,benign,7106,73e0ad8ef5ab6074877df9aa051e1c90e46e17d7ec0d447426f2f92d56c82f18
dataset16062024/cbis-ddsm/train/is_benign_true/patientcbis-ddsm__P_00884_image301547446212111637242487527964023516147_mass614_is_benign_1.png,cbis-ddsm,train,benign,7371,21ef9fa02f49d2224548563bd1bba3fcbb7e6ae9dbead0c7c36bbb7c8fdce90c
dataset16062024/cbis-ddsm/train/is_benign_true/patientcbis-ddsm__P_00894_image364959103713402457634303207832780144353_mass623_is_benign_1.png,cbis-ddsm,train,benign,6569,daf2c5d18c87232e1caed3d862b787523dd9ff5a68acbaae9fc08d12795b60a8
dataset16062024/cbis-ddsm/train/is_benign_true/patientcbis-ddsm__P_00896_image201382896611083859324943108413230064987_mass624_is_benign_1.png,cbis-ddsm,train,benign,7101,fbf4631acbcd665e539b2c62266bdb2a2723a7a3c45c7e4b752fb0bff0d0a1fe
dataset16062024/cbis-ddsm/train/is_benign_true/patientcbis-ddsm__P_00911_image180320355111581862819474487403750169334_mass634_is_benign_1.png,cbis-ddsm,train,benign,6286,3a034265b3bffb72dbc44d1c22acba1921668fbeaf08880f20d9cfa01622f123
dataset16062024/cbis-ddsm/train/is_benign_true/patientcbis-ddsm__P_00917_image387892329911122156220213116652114262348_mass645_is_benign_1.png,cbis-ddsm,train,benign,7349,39ce0c266249de9db605fec5353ee03723794815903dae42f4ec5ca3b324864f
dataset16062024/cbis-ddsm/train/is_benign_true/patientcbis-ddsm__P_00920_image16832512412610657226900762961197431958_mass646_is_benign_1.png,cbis-ddsm,train,benign,6449,20c888ff7e46218ccc471ded287e4efdfed2e61f83e604bb7f89341af60b6fae
dataset16062024/cbis-ddsm/train/is_benign_true/patientcbis-ddsm__P_00920_image353883475513529202022645119093614008591_mass647_is_benign_1.png,cbis-ddsm,train,benign,6353,b2cad37e39c9fd65717ed0d9a50c62324a43182fe09b31649c3d1dd9883c0bd1
dataset16062024/cbis-ddsm/train/is_benign_true/patientcbis-ddsm__P_00927_image357042118811454978137017980193876327422_mass650_is_benign_1.png,cbis-ddsm,train,benign,6241,3b1e8953293aeb802abca8e89cd27877acdfaf6810d004b0a6d5303a0eca0e8a
dataset16062024/cbis-ddsm/train/is_benign_true/patientcbis-ddsm__P_00927_image40889055612595821633902040671567155604_mass649_is_benign_1.png,cbis-ddsm,train,benign,6885,b31fed68a8dc488751fe3bb639f09374d64e15b9d65a117b599f3bb12c62850b
dataset16062024/cbis-ddsm/train/is_benign_true/patientcbis-ddsm__P_00939_image205511598611003411919109543732877893058_mass658_is_benign_1.png,cbis-ddsm,train,benign,6940,9b4974aec619f3cc90f1a431900a77299b3bf5cce2041ddbaa86274a2cbcd24b
dataset16062024/cbis-ddsm/train/is_benign_true/patientcbis-ddsm__P_00939_image359948563313211921203994090300862857070_mass657_is_benign_1.png,cbis-ddsm,train,benign,6726,9209e960a0b4b875dc19d05ae6b099438209d4a520aeb9c967dab11b5b3a04ac
dataset16062024/cbis-ddsm/train/is_benign_true/patientcbis-ddsm__P_00949_image232620134712562493930207115944049234725_mass660_is_benign_1.png,cbis-ddsm,train,benign,6842,a9a8bc522c1907076e2843df8456b46f7a261b6de6718b14f6b723cc145b1045
dataset16062024/cbis-ddsm/train/is_benign_true/patientcbis-ddsm__P_00949_image370598794211459951828306313591623840040_mass661_is_benign_1.png,cbis-ddsm,train,benign,7628,50074d31b66fe556d7c40ee04a40bd9d20a050e727688315a88ed709744a1991
dataset16062024/cbis-ddsm/train/is_benign_true/patientcbis-ddsm__P_00952_image258863389812808483140653180783818293753_mass664_is_benign_1.png,cbis-ddsm,train,benign,6799,24fd5dd52146b81ea379207112e65499e87e87fb906d84e50d8dc92a27f4ccdf
dataset16062024/cbis-ddsm/train/is_benign_true/patientcbis-ddsm__P_00952_image66788666413737386311980445843426083308_mass663_is_benign_1.png,cbis-ddsm,train,benign,6705,e11f5cb879f9f8e3ab5451abd14196074f4e64dbbac4e5907e82b78e75e64423
dataset16062024/cbis-ddsm/train/is_benign_true/patientcbis-ddsm__P_00958_image319642581411907925228892125712362924398_mass666_is_benign_1.png,cbis-ddsm,train,benign,6673,49b66526ba6d46f9d436e3175be10247b58526f26bd8a8d4f537c0c741c58bcf
dataset16062024/cbis-ddsm/train/is_benign_true/patientcbis-ddsm__P_00958_image416588203912230930803733548970532654845_mass665_is_benign_1.png,cbis-ddsm,train,benign,6941,efa96857613f1bbe403b505223364cfd02785a80cc70eb47f7dc61ff77f21fbf
dataset16062024/cbis-ddsm/train/is_benign_true/patientcbis-ddsm__P_00963_image197183062612336894339052914473237104562_mass670_is_benign_1.png,cbis-ddsm,train,benign,7472,905578c798cef47865446e1235a7bcf2b85a4544dd50a2b1c68ddbe744f106c8
dataset16062024/cbis-ddsm/train/is_benign_true/patientcbis-ddsm__P_00963_image82903392611205160427267347513807008950_mass669_is_benign_1.png,cbis-ddsm,train,benign,8212,d65e2aec4502db926fed7fa362b032f903a1b3a18d86a563c5d42f1fe0ee5ea2
dataset16062024/cbis-ddsm/train/is_benign_true/patientcbis-ddsm__P_00970_image103946003010706999711883723771217783065_mass673_is_benign_1.png,cbis-ddsm,train,benign,6901,94693608b2f353799ce74e82699ca4b3d27dc7cdad57435b30781612ad829378
dataset16062024/cbis-ddsm/train/is_benign_true/patientcbis-ddsm__P_00976_image207632702411522848620884565831189842000_mass676_is_benign_1.png,cbis-ddsm,train,benign,7014,f96d0b00ddd74e34e643ea3c46930315d99263c240c6c8d4515c22c4ee955620
dataset16062024/cbis-ddsm/train/is_benign_true/patientcbis-ddsm__P_00976_image38336269812202038625768132420955448811_mass677_is_benign_1.png,cbis-ddsm,train,benign,7302,86f42fdef8803bcae92634b2c8bd20aeda340122246e678b95ba0184eaeaf8c9
dataset16062024/cbis-ddsm/train/is_benign_true/patientcbis-ddsm__P_00978_image131069933811332369700165090750036271290_mass678_is_benign_1.png,cbis-ddsm,train,benign,5911,eba31098976a465608f6d7b38ee599d09a642bee51051545f75ae0daaca7a32c
dataset16062024/cbis-ddsm/train/is_benign_true/patientcbis-ddsm__P_00978_image44363690310294082012120290633695247705_mass679_is_benign_1.png,cbis-ddsm,train,benign,7865,a8abf876be51113dc8529407ac7f4f546314218656cab2655357d0f764c77ba1
dataset16062024/cbis-ddsm/train/is_benign_true/patientcbis-ddsm__P_00978_image44363690310294082012120290633695247705_mass680_is_benign_1.png,cbis-ddsm,train,benign,6517,fc3fd136b90207dd9145355df1d8b5cbd4e51871e0b23ba9972fd69e1a54adca
dataset16062024/cbis-ddsm/train/is_benign_true/patientcbis-ddsm__P_00982_image200120724512491127431807105723919337841_mass682_is_benign_1.png,cbis-ddsm,train,benign,7405,abc311094c254445b806e23ab9cb0f2f758823c440618c39168b968412949ec7
dataset16062024/cbis-ddsm/train/is_benign_true/patientcbis-ddsm__P_00982_image36825032713107530300938213160028717974_mass681_is_benign_1.png,cbis-ddsm,train,benign,6744,eacd48d3035dc258a84b63d768869e5bc24342979b13606d32af607d166b33bc
dataset16062024/cbis-ddsm/train/is_benign_true/patientcbis-ddsm__P_00988_image33275657312025044007406675412374611758_mass686_is_benign_1.png,cbis-ddsm,train,benign,6489,22fdb91a678fc9879d73b906d9aacf10ae0e373c8cddde592af0042c38f3a817
dataset16062024/cbis-ddsm/train/is_benign_true/patientcbis-ddsm__P_00988_image73759634312857778001096731370099555585_mass685_is_benign_1.png,cbis-ddsm,train,benign,6163,b05a06cbc5ee7cfc90eab8406f049b4cb296dababf42589596ea64c98d87b0ce
dataset16062024/cbis-ddsm/train/is_benign_true/patientcbis-ddsm__P_00994_image132737663612662199321307081464261867595_mass689_is_benign_1.png,cbis-ddsm,train,benign,6982,5b2ae61fb6fdad486abb4051975d80a167365d71aa65fb68d9b9bb7c67fd8c60
dataset16062024/cbis-ddsm/train/is_benign_true/patientcbis-ddsm__P_00996_image414429234712013729427871824732085645085_mass692_is_benign_1.png,cbis-ddsm,train,benign,6707,f89541c59472a94db0ae695f946d31bc3c0ca70e04a4dbb1039ae10f657705be
dataset16062024/cbis-ddsm/train/is_benign_true/patientcbis-ddsm__P_01018_image322667976213415973414521161391249353390_mass703_is_benign_1.png,cbis-ddsm,train,benign,6942,aebba28ad6315e94a5f3c21bc5b0b04c793e6cef154c5c321ad607207adf9582
dataset16062024/cbis-ddsm/train/is_benign_true/patientcbis-ddsm__P_01032_image324254718012975054820664541890909476716_mass705_is_benign_1.png,cbis-ddsm,train,benign,7513,8347e9047edbb9c69bc713438d816a372666cc67f7e503fde1c34918cb1cef9f
dataset16062024/cbis-ddsm/train/is_benign_true/patientcbis-ddsm__P_01036_image269371263412811256614469730851947013418_mass710_is_benign_1.png,cbis-ddsm,train,benign,7329,8074fa394ce177c510699c5b7ef7ae9153b7039dcc6dda494eeef9dfd9a71d78
dataset16062024/cbis-ddsm/train/is_benign_true/patientcbis-ddsm__P_01039_image354587724213018641829708719832963731890_mass712_is_benign_1.png,cbis-ddsm,train,benign,6330,b45c3a00fba2c93935cbbf9c4040fb071fd53c8d17ed3f4b7ee7778f569d4ec5
dataset16062024/cbis-ddsm/train/is_benign_true/patientcbis-ddsm__P_01039_image354587724213018641829708719832963731890_mass713_is_benign_1.png,cbis-ddsm,train,benign,6284,c3ec77ceed185ad089df843eec2ddf715a3f04610f3e45d0437d133395b505a4
dataset16062024/cbis-ddsm/train/is_benign_true/patientcbis-ddsm__P_01039_image354587724213018641829708719832963731890_mass714_is_benign_1.png,cbis-ddsm,train,benign,6413,83faa2f70c022042d53b075d0548fa36ced96f90cc3c6aeec3af6a3366eb3287
dataset16062024/cbis-ddsm/train/is_benign_true/patientcbis-ddsm__P_01039_image354587724213018641829708719832963731890_mass715_is_benign_1.png,cbis-ddsm,train,benign,6289,6a897bc5dc31ea809bf2b5700303c3ba28c2efa78ad12586cf6783007e2f37af
dataset16062024/cbis-ddsm/train/is_benign_true/patientcbis-ddsm__P_01039_image354587724213018641829708719832963731890_mass716_is_benign_1.png,cbis-ddsm,train,benign,6415,d5a056ba46bdee0e49f43da7940ba30a1bc8dda84411ee3bbd9907df82de7f0d
dataset16062024/cbis-ddsm/train/is_benign_true/patientcbis-ddsm__P_01039_image87251504411596839017815563663575708222_mass717_is_benign_1.png,cbis-ddsm,train,benign,6434,7975998e517e63c1f0a61e4c349cc0d8b62e2097baf3e66f0ba04399172aefb4
dataset16062024/cbis-ddsm/train/is_benign_true/patientcbis-ddsm__P_01039_image87251504411596839017815563663575708222_mass718_is_benign_1.png,cbis-ddsm,train,benign,6663,17615127b27b0eccc56dfe511641dddea518e52a94ebbc962a200006bfd3837e
dataset16062024/cbis-ddsm/train/is_benign_true/patientcbis-ddsm__P_01039_image87251504411596839017815563663575708222_mass719_is_benign_1.png,cbis-ddsm,train,benign,6063,69b791b2b663f113543b98aca3ada966cbec7c8c6cda34609a042d9f544d8d5d
dataset16062024/cbis-ddsm/train/is_benign_true/patientcbis-ddsm__P_01039_image87251504411596839017815563663575708222_mass720_is_benign_1.png,cbis-ddsm,train,benign,5901,c7d26dfee1c945a53e0d775a72da5e5eac6e069ccd82423a5bdb863f9e07c205
dataset16062024/cbis-ddsm/train/is_benign_true/patientcbis-ddsm__P_01039_image87251504411596839017815563663575708222_mass721_is_benign_1.png,cbis-ddsm,train,benign,6797,beddf2728031481f469a75224641866f3dae70563b807646e144ce1fe06f5d16
dataset16062024/cbis-ddsm/train/is_benign_true/patientcbis-ddsm__P_01039_image87251504411596839017815563663575708222_mass722_is_benign_1.png,cbis-ddsm,train,benign,5416,301f5fddf0947133ae76146102a1806e810a9ea12fb8f64c99b6a6166550d086
dataset16062024/cbis-ddsm/train/is_benign_true/patientcbis-ddsm__P_01048_image115863008211651253636504014142369182288_mass726_is_benign_1.png,cbis-ddsm,train,benign,6669,36e15d4cc08995deb04019752417c5c45f2e0cc1a69c6c1ac8ae9991f1c4063b
dataset16062024/cbis-ddsm/train/is_benign_true/patientcbis-ddsm__P_01048_image291104348113557290314520836302969063188_mass725_is_benign_1.png,cbis-ddsm,train,benign,6380,f083ea9fdfbf65a200edf424c77d97efea6f1b4f3ffa5488d3562be5a454978d
dataset16062024/cbis-ddsm/train/is_benign_true/patientcbis-ddsm__P_01051_image206958004811553477623964786370803387700_mass727_is_benign_1.png,cbis-ddsm,train,benign,7198,6a547d27995ee49481d3914d899913ce2c90ee30a43b4349150d4e69b9083b38
dataset16062024/cbis-ddsm/train/is_benign_true/patientcbis-ddsm__P_01051_image33560958512008550609239745582787108807_mass728_is_benign_1.png,cbis-ddsm,train,benign,4625,1d0030a892f7fec1c24b24278646db6cf30522ec4da648fe873229664881eaa8
dataset16062024/cbis-ddsm/train/is_benign_true/patientcbis-ddsm__P_01052_image262900378610637773719221008832166959346_mass729_is_benign_1.png,cbis-ddsm,train,benign,6677,30d70ba055c9b58e9ac9e38288061fcb76702d8b95b394f1ff4f5d7240b70972
dataset16062024/cbis-ddsm/train/is_benign_true/patientcbis-ddsm__P_01052_image46515953611645040840558117611434600473_mass730_is_benign_1.png,cbis-ddsm,train,benign,7193,9e7189d9e8b97aaa26f610942f51439f2b269a02a140c54dd0d9fcf9dd56b2e4
dataset16062024/cbis-ddsm/train/is_benign_true/patientcbis-ddsm__P_01062_image19233593713150936611511674154223618351_mass734_is_benign_1.png,cbis-ddsm,train,benign,7095,c3ea05e2341735864cec23ee171bc6684079a555287d512024009e1cccd890c0
dataset16062024/cbis-ddsm/train/is_benign_true/patientcbis-ddsm__P_01062_image371919153512846638329095153992760357226_mass735_is_benign_1.png,cbis-ddsm,train,benign,6848,eea0e4905d8854456651a0c81190872918d2b28a4b3bd85d8548fbe6acd04918
dataset16062024/cbis-ddsm/train/is_benign_true/patientcbis-ddsm__P_01082_image138253052212228684202912887192816358060_mass745_is_benign_1.png,cbis-ddsm,train,benign,7502,386fb4df8b89152303d74fb27f12eb436396fdc145050714dfb02d30fc1bc548
dataset16062024/cbis-ddsm/train/is_benign_true/patientcbis-ddsm__P_01103_image154877164112814387839246109501067006440_mass756_is_benign_1.png,cbis-ddsm,train,benign,7912,7e6f394580beeac65bfffbf917a0243487888e665b2f3aaa970d7ee1e0d534ec
dataset16062024/cbis-ddsm/train/is_benign_true/patientcbis-ddsm__P_01103_image168142052011948789309937030612218988654_mass759_is_benign_1.png,cbis-ddsm,train,benign,7763,2af1ebe60125448afcbff7c0e4322ce5cebf06337c5b2647dafd74b10a611c77
dataset16062024/cbis-ddsm/train/is_benign_true/patientcbis-ddsm__P_01104_image67643966910961418242376296202916689439_mass762_is_benign_1.png,cbis-ddsm,train,benign,6591,681d830c0994abb401a15000706a3625c8c7064902b4ac2457182e34862bfb69
dataset16062024/cbis-ddsm/train/is_benign_true/patientcbis-ddsm__P_01115_image293941563912042455539032475102722350733_mass766_is_benign_1.png,cbis-ddsm,train,benign,6594,06c21403c56c4346d487d52ca2acd2c8554e3efd475d4b5b10c3ff13046dc954
dataset16062024/cbis-ddsm/train/is_benign_true/patientcbis-ddsm__P_01115_image65846825512140331211135097862323909159_mass767_is_benign_1.png,cbis-ddsm,train,benign,6909,a3ea167231e95ee2464332d5b893f8aaeacde0e1cb62bd969e416b26fe96ebe4
dataset16062024/cbis-ddsm/train/is_benign_true/patientcbis-ddsm__P_01118_image271686995411554887729241804091352333773_mass768_is_benign_1.png,cbis-ddsm,train,benign,7104,c62a3b2af57f135dc058a8b259d37099fa48f246e4cdaf5518d2d31c12675726
dataset16062024/cbis-ddsm/train/is_benign_true/patientcbis-ddsm__P_01118_image421506712613822555700638363361805204735_mass769_is_benign_1.png,cbis-ddsm,train,benign,7198,1b5ee1cf5636b0c08402e7f4008b47017af0261cc76c933c218f1f128fcad2d0
dataset16062024/cbis-ddsm/train/is_benign_true/patientcbis-ddsm__P_01123_image239227620711102253614823005471239220090_mass773_is_benign_1.png,cbis-ddsm,train,benign,6439,bff16c57715869fb7ab6e88bc070b7d7a8f6ad87702f1bc74739ef441c430e31
dataset16062024/cbis-ddsm/train/is_benign_true/patientcbis-ddsm__P_01123_image37268040013764475837844589131241996902_mass772_is_benign_1.png,cbis-ddsm,train,benign,6687,86ef023a2325b275c1b94d5ab23203faf306dc874000ed74a33ffe05a2f9f3dc
dataset16062024/cbis-ddsm/train/is_benign_true/patientcbis-ddsm__P_01124_image54057852711245745614684087582249091583_mass774_is_benign_1.png,cbis-ddsm,train,benign,5753,6c5bddb6ea5407c541a5ec7b0813e6f32836b378af3ba014fa7c77ca0f7e983f
dataset16062024/cbis-ddsm/train/is_benign_true/patientcbis-ddsm__P_01124_image90181599012530581816080943531194550079_mass775_is_benign_1.png,cbis-ddsm,train,benign,5885,560467729a0165d631c79b4a416a974264d12bca55a41cc825e3ecb8edde2937
dataset16062024/cbis-ddsm/train/is_benign_true/patientcbis-ddsm__P_01133_image198197298812619031629531004222639026841_mass780_is_benign_1.png,cbis-ddsm,train,benign,6804,eef55cad58542dfc1fed0f191818db6fd0aa18ea634e8f7c1f559d4021d4fe29
dataset16062024/cbis-ddsm/train/is_benign_true/patientcbis-ddsm__P_01142_image101462230211922707319927858504016007558_mass786_is_benign_1.png,cbis-ddsm,train,benign,7343,d538669614dd6ecc6fc362ee8401c93477b96f451a3e5576a6a4b3ed6994bdf4
dataset16062024/cbis-ddsm/train/is_benign_true/patientcbis-ddsm__P_01142_image217599271011226402616289087263739032901_mass785_is_benign_1.png,cbis-ddsm,train,benign,7415,41eb27d08243c3963d403da635e5911db627006f7c6e7f6c9f1840948ddeac1f
dataset16062024/cbis-ddsm/train/is_benign_true/patientcbis-ddsm__P_01150_image208612233610863139028646317134220626037_mass793_is_benign_1.png,cbis-ddsm,train,benign,6993,372a12f394eb01e7314cb5e65d23807161de5e3eecc71661796f1ea1968c6ad7
dataset16062024/cbis-ddsm/train/is_benign_true/patientcbis-ddsm__P_01150_image255781430912151131328345834864129594300_mass792_is_benign_1.png,cbis-ddsm,train,benign,7243,1f59cdb1d96eeda2fad4653c9c0f4fe4cfaebc3c7274f9fbdd3708d3242cb500
